sexe;preusuel;annais;nombre
2;CELYNE;1996;3
1;SERAPHIN;1989;9
2;MERCEDES;1939;40
1;GERHARD;1951;5
2;JEANNIE;2001;5
2;MONELLE;1965;3
2;GISELA;1959;4
2;DELPHINE;1995;792
2;CLAUDY;1940;15
2;AIYA;2002;7
2;YVES;1963;4
2;LYHIA;2020;4
2;CAROLANE;1996;74
1;VICHENZO;2012;4
1;MASSINISSA;2012;24
2;GAELE;1988;3
2;ARSINOE;2008;3
2;ANDGELINA;2003;3
1;OUISSAM;1998;4
2;JOSEE;1982;9
1;SULLYVAN;1994;33
1;CLYDE;2013;8
2;AIMA;1921;6
2;PALMYRE;1966;5
2;MICHELINE;2007;4
2;MILEVA;1987;3
1;AROON;2011;4
2;LIVYA;XXXX;15
1;JANY;1998;6
1;MARINO;2017;3
1;MATTIA;2005;22
1;LUCAS;1925;4
2;DJOULIA;2014;14
2;ELISSANDRE;2013;3
2;GODELEINE;1919;5
1;JOHANNY;2007;4
2;YARA;2014;109
1;JEAN-THOMAS;1967;10
1;LUCAS;1975;61
1;POL;2008;43
2;EULALIE;2014;106
1;HERWAN;2015;8
2;MARIE-AUDE;1980;93
1;AMEL;1998;4
1;PETRUS;1939;5
2;NEDJMA;2014;8
1;MILANN;2007;45
2;FULBERTE;1964;3
2;OPHÉLIE;1997;1864
1;MOHAMED-SALEM;XXXX;22
1;HOCINE;1982;85
2;MANDIE;2014;3
1;CHAM;2014;7
2;KAWTAR;2003;44
1;LIN;1972;3
1;BASTIEN;1903;4
2;MASSANDJE;2005;3
1;SYDNEY;1993;21
2;MENINA;2002;3
1;VIVIEN;1988;495
2;ROSEMONDE;1950;68
2;MARIE-CHARLOTTE;1971;36
1;SIEGFRIED;1963;6
1;UGOLIN;2002;4
2;LOLA-ROSE;2018;6
2;PETRA;1965;4
2;FELICITE;1966;7
2;YLENA;2016;7
2;FIRDEVS;2012;7
2;ALMUDENA;1971;5
2;CALINE;1974;6
2;YANISSA;2020;8
1;YURI;2012;22
1;ARRY;2018;3
1;ARMEL;1915;14
1;LOUNIS;1989;9
2;GHIZLÈNE;2017;3
1;MAELAN;2000;11
1;IGOR;1965;45
2;MAHAWA;2007;12
2;BERNADETTE;1915;469
2;LINAH;2009;8
2;DENYSE;1955;6
1;SANTINO;1967;3
2;LYVIA;2005;12
2;NICOLE;2006;37
1;LIN;1940;8
2;WASSIMA;2018;4
1;NYL;2016;6
2;MARILYN;1960;93
2;ROBERT;1914;3
1;BILLY;1993;105
2;ALOYSE;2012;5
1;LUTHER;1998;11
1;LOWAN;2001;4
2;ELEONOR;1973;3
2;TAHIS;2007;9
2;EULALIE;1914;71
1;JEAN-DENIS;2001;7
2;HELLA;1984;5
2;LISIANE;1956;122
1;ALIOU;2018;33
1;RAYNAL;1955;8
1;HÉLÈNE;1950;4
1;BONAVENTURE;1927;3
1;APPOLON;1922;3
1;JUSTIN;1924;191
2;YVANIE;1992;3
1;AURÉLIEN;2003;1180
1;LYNAËL;2019;4
2;CYPRIANE;2002;5
1;TONI;1985;43
1;JAD;1992;21
2;MATILDE;1905;4
2;MARGARITA;2010;4
1;ALBERIC;1986;26
2;FLORE;1984;194
2;NARIMANE;1999;7
1;MOSES;2002;3
1;MASSYLE;2005;4
1;HUSSEYN;XXXX;9
1;CRISTOVAO;1981;6
2;MARIE-MARTHE;1913;6
1;JOHANNE;1989;4
2;DONATIEN;1962;3
1;ABDEL-NASSER;2007;3
1;SLIMAN;1989;19
2;ANOUCK;1990;36
2;LAURELIE;1983;5
1;LAHOUCINE;2004;4
2;MYRTILLE;2008;58
2;ASSETOU;2002;15
1;EDERSON;2010;4
2;ALIETTE;1912;33
2;LOLA;1981;22
2;SEMIHA;1987;3
2;MAGHNIA;1976;4
1;HENRI-PAUL;1954;3
2;DIANE;2019;514
1;ABDELNOR;1975;3
2;HASNAA;1987;6
2;CHARLESIA;1937;3
1;YOANN;1987;2082
2;KENNA;2019;3
2;LYNDA;1968;112
1;RONALD;1955;50
2;SHAINNA;2009;12
1;MISAEL;2006;4
1;YLAN;2018;269
1;ASLAM;2003;7
2;EWEN;2018;3
1;HAYTEM;1981;3
2;NICKY;2010;5
2;LUDOVICA;XXXX;76
1;RAFAEL;1966;77
1;SIDIYA;2018;5
2;BICHARA;XXXX;23
1;RUDI;1964;6
1;GIANI;1993;8
1;ALOYSE;1967;4
1;MAELAN;2012;26
2;KHLOÉ;2016;44
1;MARKO;1971;4
1;VICTOR-EMMANUEL;1976;5
1;IRÈNE;1933;38
1;APOLLON;1911;6
2;CAROLE;1956;646
1;DAVIDE;2008;6
1;IZEM;2018;7
2;CHERIE;1908;3
2;FRANCE-LISE;1965;17
2;HISAE;2008;3
1;GASPARD;1926;18
1;LUNIS;XXXX;19
1;ESTÉVAN;2013;4
1;ESMAEL;XXXX;30
2;CONCETTA;1953;5
1;PAUL-MARIE;1997;4
2;JEANNIE;1904;48
1;MANUEL;1949;124
2;NAWELLE;1997;42
2;LICIA;1994;4
2;BLEUETTE;1963;4
2;EVA-ROSE;2010;9
2;KADIDJATOU;2001;6
2;GHIZLENE;1993;3
1;LOURI;2011;3
2;HILDEGARDE;1911;38
2;OPHELIE;2014;10
1;DWAYNE;2007;11
1;ALESSIO;2007;121
1;FREDERIK;1968;36
2;SEMRA;1978;10
2;LORRY;1991;4
2;BÉRANGÈRE;1994;16
2;NIHALE;2015;3
2;ANYSE;1961;5
1;AKIF;1996;4
1;FRANÇOIS-HENRI;XXXX;26
1;ELLIOT;1988;28
2;KAELIA;2017;4
1;THONG;1982;6
1;MATÉO;1928;5
2;OPHELIA;2009;55
2;TRINITE;1943;4
1;EDWYN;2000;15
2;MARIE-GABRIELLE;1921;3
2;MARIE-ROSE;1987;19
2;MIREILLE;1934;1486
1;JEAN-PATRICE;1977;10
2;ROSENN;1959;3
2;RÉGINE;1917;92
2;CASSANDRE;1985;46
1;EDDY;1985;511
1;CHARLY;1951;41
2;FLORENCE;2014;32
1;ATMANE;2009;3
2;BRITANIE;2014;4
2;DJEMAA;1972;5
2;DIMA;1993;8
1;LYONNEL;1931;3
2;THELMA;1999;72
1;YOUVA;1994;9
1;ADRIEL;2006;13
1;CLARK;2014;4
1;KERTIS;2012;3
2;SOKHNA;2015;25
1;SERVAIS;1952;14
2;LAURA;1922;19
2;AURELIA;1967;34
2;MAELYN;2005;9
1;TALIP;1982;3
2;NEJOUA;1994;4
1;GUIBERT;1970;4
2;GUYLÈNE;1969;15
1;JEAN-BAPTISTE;1985;1269
1;MAKINE;2006;3
2;LOELIA;2002;37
2;IRMA;1917;156
2;ALFREDE;1900;6
1;OSMIN;1946;3
1;ANIL;2010;18
2;DOLORÈS;1975;24
1;DUQUESNE;XXXX;24
2;KAHYLA;XXXX;8
1;KYRIAN;2001;22
1;JUAN;1980;57
1;SANI;XXXX;41
1;ERCAN;1979;11
2;MAYSAN;2007;11
2;NESS;2005;27
1;MÉZIANE;XXXX;18
2;ILIANA;2008;171
1;DYEGO;2012;4
2;GHIZLANE;2011;4
1;MARIANO;1945;11
2;FATENE;1984;6
2;AUDE;2003;265
2;GABRIELA;2014;84
2;IDA;1934;231
2;ANA-MARIA;1980;6
2;JANNAH;2004;3
1;BILAL;1984;41
2;EUSTACHE;1942;3
1;LEO;2015;789
2;THANH;2004;4
1;FERDINAND;1932;203
1;HAYTHEM;2011;18
2;MELTEM;1978;4
2;HEGOA;2018;3
2;PHILIPPINE;2012;158
1;VICTORIEN;1987;109
1;ASSIM;2018;26
2;IRINA;1987;13
1;KÉNAËL;2016;17
2;MAËVA;2005;8
2;DANAE;2015;7
1;CLINTON;2017;3
1;NESS;2005;4
2;LIVIA;1971;10
2;ALEXIA;1932;12
2;REGINA;1959;22
2;LYNDA;1959;12
2;STACEY;1993;15
1;INDY;2006;7
1;YANNICK;1926;3
1;FRANCESCU;2007;8
2;LESIA;XXXX;16
2;JOSY;1957;30
2;MARY;1922;22
1;AMADEO;2018;4
2;MARIE-HÉLÈNE;2007;6
1;JON;2004;17
1;WILLEM;2017;16
2;HANA;1991;30
1;CHRISTOPHEUR;1997;3
2;LENNY;2005;32
2;SHAYNICE;2017;4
2;BIDIA;1991;3
1;MUHAMMED-ALI;2014;18
2;DORYANE;2004;15
1;YOEL;1990;10
1;ULRICH;1944;5
2;PEROLINE;1997;4
2;FÉLIX;1964;4
2;NADEGE;2010;14
1;SALIF;2004;12
2;SYBIL;2011;4
2;AUBERI;1993;4
2;CHANNELLE;2009;4
2;ESPERANCE;1960;6
2;DONATELLA;1974;10
2;TOMASA;1967;3
1;BRENDON;2015;3
1;MEVLUT;1997;5
2;NADIA;1990;655
2;EWEN;XXXX;16
2;ELSE;1916;20
2;NIL;1999;5
1;GINO;1955;57
1;AKSHAY;2010;4
2;REHAB;2020;3
2;NIAMEY;2020;6
2;OUSWA;2016;3
2;FATIMA-ZOHRA;2017;12
1;ELIO;1953;17
2;YANNE;1988;4
2;SELENA;1989;21
2;DORYANE;1997;6
1;FRANCK;2019;28
2;SERPIL;1997;3
2;SUZEL;1940;12
2;ZYNA;2016;5
1;JADE;2007;7
1;MARC-OLIVIER;2004;13
1;NOREDINE;1963;7
1;JEAN-EMILE;1979;3
1;SANTO;1936;3
1;FRANCIS;1913;890
2;LUCETTE;1954;732
1;HALIL;2005;25
1;EMILIANO;XXXX;57
2;MAWA;2020;19
2;LORANE;1979;3
1;RAYAD;2003;4
2;LISIANE;1937;15
1;FREDERICK;1972;166
2;MIRNA;1989;4
1;NACER-EDDINE;1999;3
1;GUALBERT;1925;12
1;TEDDY;1955;18
2;NORHANE;2006;21
2;SUZON;2019;53
2;SOUHILA;1982;50
1;THIMOTHEE;1943;3
2;RACHELLE;1914;61
1;THEAU;1997;29
1;ULYS;2015;4
2;MARCELLA;1910;8
1;YOEN;2012;27
2;DARIE;1901;10
1;ROGER;1986;77
2;SOUKAINA;1997;84
2;CORELIA;1991;3
1;NOURDDINE;1999;4
2;LAELIE;2002;3
1;TREMEUR;1919;3
1;IDRIS;1972;8
2;RENETTE;1936;7
2;LIDIA;1948;18
1;FLAVIEN;1933;16
2;MARIE-ANNE;1996;48
2;BELLINDA;1981;5
2;LHEA;1997;4
1;SAMPIERO;2006;4
1;ROJAN;2008;5
2;CHANNELLE;XXXX;17
2;ALEYAH;2016;3
2;ROSE-ANNE;1978;6
2;MINH;1994;3
2;SAURAYA;XXXX;30
1;NACERDINE;2007;3
1;MOUSSA;2017;397
1;WILSON;1987;33
2;SILA;2012;37
2;URSULE;1941;36
2;CHARLETTE;1954;48
1;JEAN-LOÏC;1986;4
2;ANGELIKA;1991;4
1;NATTAN;2019;12
2;ADAMA;1990;11
1;NOHANN;2011;48
2;MIRYAM;2015;24
2;SMAHAN;1978;13
1;MAHAMADOU;1987;86
2;NAIMA;1991;116
2;LOUISIANE;2013;12
2;CORY;1987;3
2;MARYSE;1937;1219
2;OUNISSA;1994;5
1;KANDE;1990;3
1;GIUSEPPE;1976;25
2;REINE-CLAUDE;1977;4
1;MOHAMED-WALID;2014;4
1;GWELTAZ;1992;4
2;OUIZA;2013;6
2;THOMASSINE;1923;5
2;ELLA;1928;6
2;DAMARIS;2001;4
1;DOAN;2008;12
1;KOU;1978;3
1;STUART;1991;8
2;NURIA;2008;8
2;PAULETTE;1999;6
1;ADELINO;1932;6
2;EDITA;1976;6
1;ELYKIA;XXXX;14
2;EVODIE;1903;7
2;DOROTHEE;1924;26
1;JULIO;1951;7
1;AURÉLIEN;2015;183
1;SCOTT;1998;41
2;ALYS;2002;5
2;RAMONA;1980;12
2;HASRET;1986;5
1;REDA;1970;14
2;CHARLEE;2018;10
2;THIVYA;1999;3
2;WINDY;1983;8
2;JEAN;1904;3
2;CASSIE;1999;30
1;SANDRO;1993;38
1;KIMANY;2004;4
2;SOUHAILA;1984;10
1;RUDDY;1976;53
2;NASIRA;1978;12
2;GAIANE;1999;5
1;ANICET;1919;15
2;CHANI;1990;4
2;LORIE;2006;71
2;ANNA-LIVIA;2003;3
1;WALDEMAR;1935;5
2;CHANEL;2013;83
2;AMALIE;1944;3
1;ESTEBANE;2006;26
2;MARIE-NEIGE;1979;11
1;GUY;1988;98
1;NAGIB;1972;6
2;JESSICA;1970;22
1;JEAN-ANDRÉ;1996;4
1;GUILLIAN;1989;4
2;MAÏSSENE;2014;7
2;ANNAÏCK;XXXX;41
2;MARIETTE;1964;51
1;SEIF-EDDINE;2002;6
2;NANCIE;1988;3
1;LEHO;2016;4
2;CECILLIA;1987;3
2;PERINE;1976;5
1;SWANN;2014;189
2;MARGAUX;1995;2228
2;ANGGUN;2011;3
2;SAPHIR;2017;4
1;NORMAN;1953;3
2;THANH;1987;8
2;SELMA;1978;29
2;OUIAME;2004;5
2;EGLANTINE;2012;62
1;DJEMEL;1989;4
1;MELDINE;2015;3
1;DOMINIQUE;1904;281
2;LUDIVYNE;1998;3
2;ALOIS;1994;5
1;HALIL;1995;15
1;JAYSON;1988;9
1;IRVIN;2000;22
1;RICHARD;2017;46
2;KELLYSSA;2008;26
2;MARIE-SYLVIE;1963;34
2;HILLARY;2007;12
2;MARIE-ELISABETH;1997;12
1;PIERRE-YVES;2012;6
2;MAGDALENA;2015;22
2;MÏYA;2014;6
1;LOUIS-CHARLES;1988;3
1;SLIMAN;1969;15
2;SALSABILA;XXXX;27
1;AMJAD;2010;47
1;BARTHOLOMÉ;2017;5
1;BARBE;1921;8
2;BRINDA;1983;4
1;TIMOTHÉ;2009;3
1;HELIAN;2005;8
2;KAËLYN;2012;5
2;SAYANA;2006;14
1;ENNEMOND;1907;3
2;CHOUROUK;2013;5
2;MONICA;1956;29
1;JIMY;2015;10
1;KERRY;2019;5
1;FRANÇOIS-HENRI;1987;3
1;JEAN-CLAUDE;1983;116
2;OULIMATA;XXXX;23
2;AUDE-MARIE;1978;7
2;THALINA;2008;3
1;JOCELYN;1993;185
2;GAELE;1983;10
1;MAROINE;1999;11
2;VALÉRIE;1930;67
1;GURVAN;2001;83
1;ODRAN;1993;8
2;NICKY;2013;6
2;RHIZLENE;2000;3
1;LOUCIANO;2017;4
2;IRENE;2017;10
2;NEREA;2012;11
1;MIROSLAV;2018;3
2;LATOYA;2015;3
1;REDOUANE;2008;64
1;ALBIN;1926;44
2;EDDA;1934;5
2;AURORE;1940;18
1;SADA;2000;4
1;OLIVE;1950;3
1;JAHMAL;2018;6
1;NATHANAEL;1991;146
2;LAETIZIA;1973;3
2;AGATA;2001;4
1;CHAFI;2000;4
2;MARI;2002;3
1;NOUR;1969;3
2;SALOMEIA;XXXX;11
1;STEVEN;1988;1138
1;TALAL;1980;3
1;OLIVER;2001;41
2;MANELE;1996;7
2;VICTORIA;1988;276
1;FAISSAL;1981;13
2;TYPHEN;2002;5
2;ROSITA;1909;3
2;ANNE;1903;3750
1;OUBAYDA;XXXX;16
1;COURT;1927;3
2;DIARA;2010;3
2;BERENGERE;1998;51
2;JUANA;1981;5
1;NAICK;1994;4
1;IZHAK;2014;8
1;JUST;1902;16
1;GÉRALD;1926;36
2;AIANA;XXXX;16
2;LILIANE;1931;1960
1;YWEN;2002;4
1;JOACHIM;2001;144
1;FREDY;1980;39
2;GAELLE;1943;3
1;HERVE;1966;4
1;KALIFA;2008;5
1;CAMILLE;2006;471
1;MEHER;1983;4
2;MARIELA;2014;3
1;HAKAN;1972;4
1;CLÉMENT;1925;481
2;LOUISE-MARIE;1982;4
2;OUIJDANE;XXXX;25
1;HAMZA;1972;5
2;ALAÏNA;XXXX;6
2;MARYSE;1982;121
2;NABILA;1972;45
2;ELIETTE;2012;13
1;LOUNYS;2018;13
1;CYRIL;1975;3597
2;JULIE;2011;1415
2;MAURICE;1918;3
2;LÉANDRA;2014;20
2;EMMANUELE;1979;4
2;LIYANAH;2012;4
2;LEONOR;1976;8
2;VANDA;1993;8
2;AICHA;1988;148
1;SOUDAÏS;2020;3
2;MESSAOUDA;1983;20
1;YAN;1939;5
1;THÉO;1910;4
2;LOUISE;1915;3771
1;ANDRÉA;1982;3
1;WILLIAM;1908;84
2;LEYANNAH;2014;5
1;BENONI;1920;10
2;ELISEMENE;1955;5
2;CHEHRAZADE;1991;3
2;OMBÉLINE;2014;3
1;GUSTAVE;2002;58
1;ILIESSE;1993;6
2;SHAHYNEZ;2013;4
1;SAMER;1975;10
2;HÉLÈNE-MARIE;1988;4
1;KESSY;2020;4
2;OUARDA;1990;32
1;JEAN-PATRICK;1998;6
1;ILKER;1992;6
2;SALHIA;1999;3
2;ALISSA;1976;3
1;JEAN-VINCENT;1974;23
1;ISAIE;1901;7
2;SYBIL;1985;9
2;NATHALIA;1987;15
1;JEEVAN;2018;10
1;OCTAVIEN;1929;3
1;LEROY;1996;14
2;EYLEM;2020;11
2;PHILOMENE;1975;7
1;AMMAR;1961;6
1;ELTON;2009;8
2;NIKKI;2012;3
2;MAIWENN;2002;273
1;JANY;1990;3
2;ZEINA;1980;3
2;FANIE;1999;6
2;ESMERALDA;2000;35
1;VALÈRE;1972;3
1;GLEN;1997;13
2;MAIANA;2016;14
2;JULINA;1930;3
2;AILEEN;2018;19
1;ROLLIN;1958;3
2;NAIDA;2005;16
1;ILDEBERT;1927;4
2;CHARLIE;2003;38
2;MAYWENN;2016;7
2;ILLIONA;2005;6
2;EVANGELINE;1986;5
1;EZÉKIEL;2018;34
2;LUSSY;2008;3
1;MILOUD;1953;10
1;YONI;1984;68
1;GEORGES;1994;118
1;STIVEN;1984;6
2;MANUELA;2008;72
2;ANNELIESE;1951;13
1;BETSALEL;2006;3
2;AUGUSTA;2006;4
2;KELVINA;2017;4
2;AVRIL;1978;3
2;KAREL;1991;8
2;ELLYA;2020;14
2;VIOLENE;1994;11
2;CARLA-MARIE;2000;26
2;ANJA;1989;6
1;NESSIM;1995;20
1;NOURI;1987;6
2;SHELSEA;2010;8
1;SHAKIL;2008;3
1;RAYHAN;2015;66
2;NOURSINE;XXXX;9
2;MAYSA;2001;8
1;LYLIAN;1996;17
1;RAFFAËL;2011;6
1;LUÏS;2012;9
1;HÉLORY;2011;4
1;SHAHINE;2002;9
1;AURELIAN;2005;8
1;NATHYS;2010;18
1;LÉONE;1908;4
2;ANNELYNE;XXXX;38
1;MILKO;1964;3
1;DANNY;1940;3
2;RITA;1961;183
2;VERA;1910;3
2;FRUCTUEUX;1908;3
2;MERRYL;2020;4
1;HADEL;1974;6
2;MIKAELA;2010;16
1;WACIM;2002;5
1;FÉLIX;1993;423
1;JEAN-BAPTISTE;1908;306
2;ANNIE-CLAIRE;1951;6
2;KIMORA;XXXX;3
1;BRYANN;2006;10
2;INSSAF;2009;8
1;CALLISTE;2002;6
2;SEVIM;1983;11
1;RAZIK;1987;3
2;MAH;2014;4
1;KYNAI;2006;4
2;ANDRÉ;1948;11
1;ERLE;2007;4
1;OLEG;1930;3
2;DÉLPHINE;1976;4
1;RUDDY;2016;5
2;FANJA;1975;3
2;JEANNY;1918;5
2;KATHIA;1976;48
1;RONNY;1981;17
1;LUCA;1971;10
2;OMERE;1915;4
2;GEORGETTE;1923;4629
1;HUGUES;1943;129
2;FLORETTE;1992;11
2;SHANDRANY;2010;3
1;ABDUL-MALIK;2013;4
2;PHILIPPINE;1964;3
1;MAUGAN;2002;11
2;GALINA;1975;3
2;LIO;2003;5
2;DINA;1900;11
2;ANNE-CHANTAL;1956;3
1;WAREN;2009;28
2;MARIE-JOSEPH;1922;25
1;ELIANE;XXXX;17
2;IMAIN;2000;3
1;EDGAR;1988;23
1;THIEBAULT;1975;3
2;NONCE;1901;4
2;LISIANE;1965;52
1;WESTON;2020;5
1;ALDO;2011;6
1;RAILEY;2002;8
1;MOHAMED-BILAL;2009;4
1;PAUL-EMILIEN;XXXX;15
1;JOUNAYD;2015;25
2;ELISE;1988;1521
1;MATTÉO;2004;3610
2;BERTHA;1934;17
1;IDRIS;2005;91
1;SOLTAN;2020;4
1;JIMY;1972;4
1;CHRISTIAN;2020;71
1;NOURREDINE;2000;4
2;ALISSYA;2000;3
1;EDWIGE;1956;7
1;KEMAL;1994;9
2;KIMBERLY;2015;58
2;MARIE-NICOLE;1964;11
1;LAURENT;1950;614
2;ANGELICA;1971;19
2;YSMA;1994;3
1;THIERY;1968;21
1;PIERRE-ALBERT;1971;4
1;LUCKY;1970;10
2;LEONIDE;1920;34
2;MELIA;2014;35
1;SELVAN;XXXX;20
1;JESSE;2010;31
2;ANNWENN;2013;4
2;YANNICKE;1970;3
2;MELISSANDRE;2011;19
2;KALIMA;1990;3
1;JANVIER;1934;7
1;FREDERICK;1993;51
2;MARCEL;1926;3
2;NANCY;1941;11
2;REMONDE;1917;4
1;RUDDY;1955;10
1;SAJJAD;2016;9
2;LÏA;2012;16
1;MARWAN;2015;239
2;ORELIE;1984;3
2;HADA;1977;4
2;SIYANA;2009;3
1;EYTHAN;1999;4
2;BELLA;1986;4
2;ANNAEL;1986;7
2;CELIANNE;XXXX;17
2;MAËL;1996;6
2;MIRETTE;1946;7
2;ALESIA;2005;11
1;ABDOU-RAHMANE;XXXX;24
2;DARINA;2020;5
2;GWENOLA;1970;103
1;NOAME;2012;3
2;ZAHRA;2002;54
2;ACELIA;2007;3
1;LYANO;2013;3
2;YANE;1959;4
2;MARIELLE;1978;264
1;ISMAEL;1976;67
2;VASTHIE;XXXX;26
2;IVANE;1995;3
1;KRIS;2007;33
2;ELÉONORE;1996;103
2;LUCIANE;1926;4
2;ELIZABETH;1904;24
1;JOSSELIN;1980;111
1;ANASTASE;1938;4
2;LORAINE;1974;5
2;NESLIHAN;1980;4
1;WAKIL;2020;12
1;TELMO;2020;5
2;MARC;1918;3
2;CHARLIE;2020;1645
1;MANA;2018;3
1;BAPTISTE;2018;1587
2;EDITH;1908;277
1;KÉZIO;2020;5
1;RODOLPH;1997;5
2;OLIVINE;2008;5
2;ERNESTE;1949;3
1;MOHAMMED;1986;83
1;WILHELM;1907;4
2;SKYE;2008;4
1;SABIR;2003;4
1;SYAM;2010;5
2;SOLANE;2017;3
2;PURDEY;1982;3
2;MAXETTE;1958;4
1;ANISS;2004;38
2;GISLENE;1965;7
1;JOCELYN;2007;58
2;FATOUMA;1989;22
2;NATALIE;1977;10
2;ULLA;1987;3
2;MARIE-JOSIANE;1953;11
2;TAHIA;2018;4
2;SHANA;2001;312
2;LILO;2012;26
2;BRITTANY;2015;14
2;CHARLYSE;1957;3
1;SHAUN;1994;5
1;ALPHA;1980;7
1;BOUMEDIENNE;1973;11
1;MARCELLIN;1951;20
1;JAKI;1948;8
1;JEAN-PAUL;1970;905
2;DINNA;2008;3
1;VINCENT;1916;219
2;SHADENE;2017;5
2;ANTOINE;1951;8
2;SHANYS;2013;17
2;ALESSANDRA;1977;5
1;LUTHER;2000;9
1;NAHID;1995;4
1;EZECHIEL;XXXX;9
2;ZULMA;1937;3
1;ABD-EL-KADER;XXXX;35
1;NATY;2009;5
2;MERYNE;2005;7
1;HYPPOLYTE;1910;4
2;AALYA;2017;8
2;GEORGINA;1913;93
1;ALDIN;2015;5
1;JACOB;1942;21
2;CLARICE;1959;6
1;JOSAPHAT;1958;4
2;AUDREY;1988;6260
2;ANGELIQUE;1976;3270
2;SOUKAÏNA;1995;7
2;LISELOTTE;1933;5
2;HERVELINE;1902;7
2;HERMIONE;1994;3
2;RENETTE;1955;4
2;NEDJMA;1959;3
1;JORIC;2000;3
1;SOULAIMAN;2001;8
1;OTMAN;1990;8
1;GERARDO;1961;4
1;KENZI;2006;35
2;SYAM;XXXX;18
2;SUZEL;1942;8
2;DANIELE;1909;3
1;HYGIN;1915;3
2;JULIANE;1979;21
1;MOHAMMED;1934;3
1;JEAN-PHILIPPE;1975;1437
1;PAUL-ANDRÉ;1949;4
1;HOCINE;1995;34
2;MARJOLAINE;1934;3
1;NAYME;2014;3
1;OVIDE;1937;3
2;ROSITA;1952;59
2;ANTA;1992;8
1;SAVERIU;2018;10
2;CLHOE;1997;5
2;ASSIYA;1978;4
2;MAGALIE;1935;4
1;ALVIN;1985;4
2;LOLITA;1924;5
2;MAGDELEINE;1927;123
1;EYTANN;2018;4
2;ALLIYA;2012;9
1;CONSTANT;1930;174
2;CLAUDINE;2002;15
1;BAPTISTIN;2009;9
2;COLOMBA;2014;3
1;CALVIN;2020;61
2;SWAÏLY;2014;3
2;MIRIAM;1987;10
2;ELYJAH;2008;6
1;GLEN;1972;6
2;INNOCENTE;1925;7
2;TESSA;1989;12
1;MUHAMMED;1995;39
2;SHAÏNY;2010;3
2;KADRA;1981;5
1;GISLAIN;1978;7
2;SEVERINA;1996;3
2;CELIE;1905;27
2;HANNAE;2014;5
1;TYMOTHÉE;2011;3
1;JIHED;2009;17
2;NYSSIA;XXXX;13
1;SANTI;2016;6
2;MATÉA;2017;5
1;OURS;1928;10
2;KAYSHA;2010;6
1;ISMAEL;2003;355
1;JUSTO;1962;3
2;BAHYA;1981;4
1;ZBIGNIEW;1931;6
2;ANGELYNE;1994;3
1;MACKY;2017;3
2;CANNELLE;1988;21
2;NINA;1990;499
1;RAÏLEY;XXXX;3
2;NELCY;1992;3
1;KÉZIA;XXXX;8
2;LELA;1965;3
2;ZAHIRA;1972;6
1;MARVINE;1996;5
1;JAMEL;2020;6
1;ARNALDO;1965;3
1;JAOUAD;1987;52
2;OPHELY;2002;16
2;AYLIN;1998;50
2;LAURENTINE;1913;30
2;DALAL;1983;3
1;EWEN;2006;583
1;YARONE;2007;3
1;KAVIN;2013;3
2;OPPORTUNE;1910;4
2;BELLINDA;1995;3
2;SOAD;1966;5
2;NELLIE;1971;3
1;JALAL;2017;8
2;MARISOL;1964;13
1;SAMBALA;XXXX;19
2;ANSELME;1929;8
2;ISMAELLE;2003;4
1;YANNIG;1965;15
1;RODY;1988;3
1;FLOREAL;1957;10
2;LYHANA;2012;29
2;MARIA-JOSÉ;1975;19
2;ODÉLIA;1997;4
2;SAWSENE;2013;13
1;STEEVEN;1992;212
2;DAVINA;1976;5
2;KENCY;2008;5
2;PALMYRE;1963;4
2;TRACY;1992;390
1;ABDESSALAM;2007;3
2;ILHAM;1969;5
2;SCARLETT;1958;4
2;LIDVINE;2001;5
2;ELYZA;2017;6
1;PIERRE-ARNAUD;1970;8
2;GUYLAINE;1978;111
2;ELLA;1905;11
2;KANZA;2020;4
1;SABRI;1971;16
2;VIRGILIA;1992;10
2;RACHIDA;1956;53
2;LAURENCIA;1996;4
2;ESLEM;2003;6
2;FANNY;1939;46
1;BRAN;2001;4
1;MARTY;2019;37
2;PAOLA;2011;197
2;SOAD;1968;3
2;ANNE-CLÉMENCE;1996;5
1;JONATHANE;2008;3
1;DAMIANO;1966;5
1;APPOLINAIRE;1926;11
1;BIRAMA;XXXX;32
2;GUILLEMETTE;1947;41
2;VALÉRIE;1945;16
1;CALEB;2005;9
2;BAYANE;2009;6
1;ALLISTAIR;2013;4
2;GUNAY;1982;3
1;SILLY;2003;3
2;INAH;2015;5
1;DJULIANN;2008;6
1;EVENOR;1941;7
2;ROSELINE;1996;26
2;PAOLINA;1997;3
1;WILFRIED;1960;6
2;SHAINY;2009;6
2;MARIA-CLARA;XXXX;46
2;MARIEL;2000;3
1;CECIL;1968;4
2;DAYANE;2018;4
1;WAREN;2008;29
1;FAIZ;1989;4
1;KAYDENN;2018;3
1;NICAISE;1950;6
1;AUDREY;1979;10
2;KALIDIATOU;2007;3
2;MARAM;XXXX;17
2;ZOEY;2015;48
1;YOUNIS;2003;6
2;JORDANNE;2005;5
2;EMELYNE;1990;84
1;CESAIRE;1931;4
2;JOY;1994;137
1;JEAN-YVON;1963;3
2;KHEIRA;1956;8
2;TYPHAINE;1979;76
2;OLIVIA;1928;8
2;ROZA;1981;4
2;SAFIYATOU;XXXX;37
2;LENAELLE;2009;70
2;FLAVIENNE;1956;13
2;MARIA;1912;2993
